stem,split,date,site,sha256,pixel_sha256,block,annotators,group,fold,role
20170327143550Bh,train,2017-03-27 14:35:50,Bh,412430f5b5327bf7fca381ef86fd53d787f39e49796717366cf006f49ba90696,284f76317e7afe884b95efe9f79ea59fedef3573d3bf6b64a43460686b110aad,97,2,97,1,train
20170329133730Ch,train,2017-03-29 13:37:30,Ch,b6f8530f8996a5f91d2cdd2fc5f514a8718c2e071737f171f8b9df73c4624e9b,296b5d97d4e62a2ab322cddad83ba1494393347e778233c69424de6e64a5366d,97,2,97,1,train
20170408133710Th,train,2017-04-08 13:37:10,Th,7ab72a96d4de1ae5dde34c37fbc1b3cf1e62124930abbdbbd1c2fc18451f0b87,cd063d931b164f17d5567143071ef7269a4b5153dfeef83993dc321e2930578b,98,1,98,0,train
20170411013550Uh,train,2017-04-11 01:35:50,Uh,30481bcab9f9780906fd5289a2d6ce130ed778f6a94d7a3588a514184bca7c40,04395cb3ea48484b2d4c9b478b97351c42592b4f50822950c9d7afb509bb1713,98,1,98,0,train
20170415145450Bh,train,2017-04-15 14:54:50,Bh,2d74e9853ebdedfb32a1a47431c189388c09d210e5c56fc233fa8e51c65d5827,b845b33fac07127192592d93ed33ca126f9f4e69037a7fc45fa4cbaec48e5606,98,1,98,0,train
20170417014150Uh,train,2017-04-17 01:41:50,Uh,f99f131c29d6809d4dd05697a369bb57ce6274970968806a5323c7baf59a7b46,d45e8cd4cd6d48931e6f5f0cff8e783c36a86d0075a0b93c130fa5ae3d390cd8,98,2,98,0,train
20170417232530Lh,train,2017-04-17 23:25:30,Lh,ec6e5ea005a9c65d02e0619fd61f86abd7be6d94365b79a9b787f2d51a48ae7a,23929abd95bc20ff5f798953f6b762c6ce076bd1c6a60575a6281985e1891d43,98,1,98,0,train
20170418013450Uh,train,2017-04-18 01:34:50,Uh,b7f22730480c30959ba64d41ef7675e3464ee2efe0474659487a3f61878ab6ad,38225afaae25b2aee5f039653685ad52d100d9f345df399e52a806b18addd4c0,98,3,98,0,train
20170423014350Uh,train,2017-04-23 01:43:50,Uh,0d071ec569aeb492e3547067f46391f4caf5fee12b20b6ac697eac5e386649cf,23b7c186e4c6b8a4264ffb059f0bb66ea1c5873bdfcd030e78564e5850121247,98,1,98,0,train
20170425133730Ch,train,2017-04-25 13:37:30,Ch,023c62002c97ead75f618fb895677f955a4e983a5abccf041418cba51515370a,2214fea678f6704f5773ef63fdef205af6467d1d53b5fc44c078292a24de6e2c,98,2,98,0,train
20170427154550Bh,train,2017-04-27 15:45:50,Bh,c0178550b9980366e7ae1ea8c99156e67283d22c8c545e3b9bdb8fffecff81f1,f312dc4fed1dbe8d311e907d8115d685a92237cb96b6279d0a45f43e9934a680,99,1,99,1,train
20170502233130Lh,train,2017-05-02 23:31:30,Lh,ad118135aed0f8a4c70fbb432a41e7f2399ffbd199bc254a7567514c4d5d4f84,9ead74fb35a095877a56487d4c8016a6e304423e5a199c8a8fb3433aace8ed83,99,3,99,1,train
20170503013050Uh,train,2017-05-03 01:30:50,Uh,6af1480e77ae9749fc543db2bd480a589ef223f5d59481a470ae2c5c204c07cf,c1d836733c73d1d0d2d96712e84cb363602bbd100d60108da0d7e9d3fbe3d587,99,1,99,1,train
20170609133710Th,train,2017-06-09 13:37:10,Th,79835ad0be08e9e2fe41483634211f2dcd82acd1fbcb36f3453ed586e94d0710,775c43bbaeb1757c63a1fa4ce87710d6cc81809ad1b65c62fdd1d8c5de07ab5f,100,3,100,0,train
20170612135150Bh,train,2017-06-12 13:51:50,Bh,c36da5c9e8101a2fb275644a27035dc2b8e01b75d299d53b436d59a384db1a07,904a3999882bf1329a0a6b9e700062472659149118bc94a7b6585dd137acbfbf,100,1,100,0,train
20170619012150Uh,train,2017-06-19 01:21:50,Uh,07121bf3f51b1e9aa94f74f4cecd5691d07bbcf27190c114307ea588435dc28e,4943eb2ac3015739007b6dcd3ed960b33f563389a38b9fd976c8f0d471d8eb16,100,1,100,0,train
20170701235630Lh,train,2017-07-01 23:56:30,Lh,351dd041b38352872ad3d03cf662781e235470cf1d5afa05e04a532a4fee32d6,756b2f96c02c1077b531face08803c83bff3e38295a3559f7d15721a5c9e4b19,101,1,101,0,train
20170702133730Ch,train,2017-07-02 13:37:30,Ch,86d4290486ac4e69602be713ee8391e7b67eed4742d9d832c7ac87e1773798d9,a4b00f507f0e2be8958ed347c22ba8287e22023c156cf28bcabd52b278a79432,101,1,101,0,train
20170719235330Lh,train,2017-07-19 23:53:30,Lh,12b3e0fab364e1c53a7526c862ef5e88be4cf3dedd436612bdf8d7844baedd10,8d06d0978f47ff3ce6916047e2f663f2beb267baad0f02078c4ee7aa3770864d,102,1,102,1,train
20170722235230Lh,train,2017-07-22 23:52:30,Lh,681ef28d944d3f4a62c86d83d9ef005ab71d60d62cddb5ac73ab9165214053d6,9bf9ff7b21614f966483ed7aedc8bf1bd032b554774845d8553ff9ff68899fc7,102,1,102,1,train
20170726235030Lh,train,2017-07-26 23:50:30,Lh,c675efd53850ca3c2f9726eecadc04d33a437ad9d11f0faf3723f59224988cba,036f09f4f57c6d6805e6f932046ac3f3ac56521269ebacf879167d524ac041cc,102,3,102,1,train
20170728150230Ch,train,2017-07-28 15:02:30,Ch,ad798ff6d137af7b885ed8a4d410fb59636cef30640df53553d78824d9f66dea,5d84b7eaa84439e3b6e9e07f6757c197984f560375ccecfc23def3d75ec4089e,102,3,102,1,train
20170801164710Mh,train,2017-08-01 16:47:10,Mh,13865dc5f4579509bdcd9ba3b262220cbde9a14a2a11d63ba5e750d05c120f23,e9dab8ed04f7b4fc5b553b8af443204f972b072bae5b7c0cb4b3d584061ab84f,102,1,102,1,train
20170804140650Bh,train,2017-08-04 14:06:50,Bh,7614783fac884648629e48072245bac169e78f49ecfe3d0ef365e7339bf83171,553973cb8fc7018a5891dacce231a308ad3449913089a96efa896743d5b847ec,102,3,102,1,train
20170805133710Th,train,2017-08-05 13:37:10,Th,b069b18050eb8e54d4eb9c36ccd4cb6c910b6676f442dcdf14c9ee56ab5e8665,d6d87f9f4a050beea60087547fbd0b32b7a8fd513cdb14215c4c83da845a54ff,102,1,102,1,train
20170806133710Th,train,2017-08-06 13:37:10,Th,17cb12ed53ca67a6a0b2dad06d6836180d993f3885020b3d7ac87f3e2c97bff2,ca568bc84c91589bbb915f49746db91a5eae7fe4a8c6d0afad84da5236cfd7c0,102,1,102,1,train
20170809164910Mh,train,2017-08-09 16:49:10,Mh,90ba257c1a243a1174cfb46a92ff92079780da344a98392e3c4cbb64a1fb2b72,1e75662ec4c5d4b2583045c518faa36901effb559bf32b189bec86cfc4d42896,102,1,102,1,train
20170827165310Mh,train,2017-08-27 16:53:10,Mh,15cc0ad74101e568e2a31539b1dcac1acfeed366617de575dde723c7f6cb02fb,7cfc45425e9b721ef62050d59371560ad5176eb6b78fe1b3f28d2f1da70401d1,103,3,103,2,train
20170831170750Bh,train,2017-08-31 17:07:50,Bh,f99ffda15c3023ab18163795d602469b65c59bf2b1e23d50c2ca01ebbfe1a8c4,ba638908e9a1526151b99d310b33e278b1359ac2c4c7e49171fc37d4628506c7,103,2,103,2,train
20170925225630Lh,train,2017-09-25 22:56:30,Lh,60ff2393963d33ec556600dbf79a4d2ee4fe55999ff7068a4681f426f3d35067,d65927d3f0ba3d34a5e4529b77144b2d98719de6e7605d3c2b212260da277d2d,104,1,104,3,train
20170927143450Bh,train,2017-09-27 14:34:50,Bh,9878d57afa7b5c05ef6a7248321e02cc7a069a3b644fccc39a43f9f753c0d285,ded1408b74d1c5936e3c0ce0dea285f6238ba321ad0487cde8afc5e82070a47c,104,3,104,3,train
20171004143950Bh,train,2017-10-04 14:39:50,Bh,bd67d12145355e0e2a488712c2a2e20a86335f8686f1a6579e3c2ebda88102df,56f5bb96fa83595d7fdeb6ee727e3829aa41e65f7896973cc5193cec506524cf,104,2,104,3,train
20171005133730Ch,train,2017-10-05 13:37:30,Ch,82ad8c943fb677882f8bf25c5f651ed75d72f6921f79bb1431e832ee4ea81498,46c4b65895e1edf05c3b0376e48148740025d99de8b0ff80a3f795b4d926839b,104,1,104,3,train
20171005144050Bh,train,2017-10-05 14:40:50,Bh,87f4cf2d3c8d1c165980b567988b2e4335710fca5046344a91cc5fc858cbc754,0463b1b1621ac99aceb25ca01cb7da760c7a6d7c169ad09128ce7d03a3deb567,104,1,104,3,train
20171007133710Th,train,2017-10-07 13:37:10,Th,a48bb17314fe8a822b3f83f6596224cfae40f3ba6a50c3a549c4a49ea988bc55,8f7ecce6cb41a2dd31ceb9dfff3f9f8585a16392615a7e28901d8635ec765edd,105,1,105,0,train
20171007133730Ch,train,2017-10-07 13:37:30,Ch,8791212223391c5e6dc19c54a101cb0b428110f1a14f1aa0301ae9bd4ee1b12f,7d2191d0dc4b447c500ca3146c1c20ac4d00fc3f72e2b3e30b8f24903eeaaf73,105,2,105,0,train
20171008144250Bh,train,2017-10-08 14:42:50,Bh,0b3a128ccea18d059696aff52d2bf6f6f84a1285b530bdf64576cd9cf3fb202a,a412776f3d177c63fd1695cf74a65efafa28c7cf9ec33f29e0d19cd6c528ebb8,105,2,105,0,train
20171011170310Mh,train,2017-10-11 17:03:10,Mh,989f4a448a3b0353063da67eb243c25b3e28d6ab99e6ecdd1fb12e5479b22f21,068bb74bbb374eab30eac10eb05f0b4fe08620e8aa681939b52770cb201cbee6,105,3,105,0,train
20171011224130Lh,train,2017-10-11 22:41:30,Lh,2aba478a468c43e5659d6e1105b45d11e6c29b1b92e0dc52ee8f706e11a14710,21dcc31f3762bd0145b9df0c0d01b378ab7df7d2e10181317348472d0edee86a,105,1,105,0,train
20171014133730Ch,train,2017-10-14 13:37:30,Ch,a3fac81dbf5fbd0429917c3dd9b3574807848a4f3495d438a963a535260c6fdb,207ab6aee670bb0ca75979bf77faf810572e0c761686d19e621526e1ad58b383,105,1,105,0,train
20171022170710Mh,train,2017-10-22 17:07:10,Mh,a3308ed1d757df1f18e32a263c25a058686c6e159d3bb46102e8a1a0be0d156a,2d490e94416b11545b9210d3758224e1229edd31487cb254dc7ccd7550078ad2,105,2,105,0,train
20171025133730Ch,train,2017-10-25 13:37:30,Ch,eb40e2482d5bf9538fe7ad724a2fca20fbc62433c14d1330915788765adc0f0c,48a46aa7e5f5dec6de3be2b15f334508a59ff59443d5c3865f2a11141edc5132,105,1,105,0,train
20171025223130Lh,train,2017-10-25 22:31:30,Lh,cdc3ec5ffdfc5525d12718d377583aa3ff44dd0e569a86aea71cca24f7bfe3e6,2b43613f541f58f097b2894aab2b0c036413f974df3ee3fd49861039dbd14ce3,105,2,105,0,train
20171027223030Lh,train,2017-10-27 22:30:30,Lh,9eb31a7854fc178de0fefd6da23096a38d6145c2351ff91c1fc224c61f59a50d,83b44f1343f8b38edfffe0938c361792729937dc36edea07e507772019164b25,105,2,105,0,train
20171029150150Bh,train,2017-10-29 15:01:50,Bh,f15a814a1a79a30cd541ace933a5cd3db0642009a3edf30cce6ad5bc80cc0aa5,a75cb71377a5def4cfcb30e33e06a44195fc1c6fb290f99a1a0e64fe6cf8ef04,105,3,105,0,train
20171101133730Ch,train,2017-11-01 13:37:30,Ch,bbbceed57e134dd4cbb464bc0932e4d12dce2b200aeb6dcdc9e2946a88c6a92f,bc54b3d09514565a94cd2c7baa7bafd87b73d45a918d8580fd6cc84c898d87e8,105,3,105,0,train
20171103222630Lh,train,2017-11-03 22:26:30,Lh,0e25b98977863f32051fdff33ec56b7bb2f66bd8c3bbdd1b84eaf755d6e052c0,c8dadd0ae70940f6c4f5645eecc59af319b61767a10ad4f9002a5a10f29b46a4,106,2,106,3,train
20171106171510Mh,train,2017-11-06 17:15:10,Mh,66a27af8bcf11bd953e6fc090fad38c4f515d07be474e22315cca80db29bacea,75485603c957130fd0d6167b956951d792afb807fd99575f8747548055d44a1b,106,2,106,3,train
20171109023950Uh,train,2017-11-09 02:39:50,Uh,0261969709be3a5c461418bf8e798bf9957d61cdb3156d2089e2aaa35c5add2b,1fa748165af7fbdc0d8f8864bf8e7b9da56b301dcbf217fd406d93386832811d,106,1,106,3,train
20171114133730Ch,train,2017-11-14 13:37:30,Ch,758e2ff86948b270b526d983c20f4da8cdd1c44921fd8b1cd375abe9c30e7236,f5932e85bbd726cf05d624bd2283168b283dddb2ef35279959008caabf63a0f9,106,1,106,3,train
20171115170950Bh,train,2017-11-15 17:09:50,Bh,e915bd1072f2cd682d6e395b21cc52986dff93d7cbfbf6ce5df970d66f824090,12a84d55e66bb3ad5f615acb735fb64d72c28bcd11dae85195be9c732c498bb9,106,2,106,3,train
20171115222230Lh,train,2017-11-15 22:22:30,Lh,3138cab9bee1eedc755e13a38c160610fdd00845b0f4558b37d2b13234e9459e,5cf9fc0f1aec70534b8831ac55d1adaf56ecaab04c0724878c7ea32d14a1676d,106,2,106,3,train
20171121222130Lh,train,2017-11-21 22:21:30,Lh,412281c6c65eaed90ed9df543883df4e42eda46215cfebe6ac490c7bad58a95a,c456fddffcdb80298f526c4a3dbc7477cd4dfa38ef67094f419e7c378d9387bc,106,1,106,3,train
20171123133730Ch,train,2017-11-23 13:37:30,Ch,81027329b96f606e8be55d3c0978a95c4470d15e9279a644b3f10bac307b4c66,e657f82a63517c1b8fd739a65c3607624da12635e647722599c4098ca21a69c9,106,1,106,3,train
20171123222130Lh,train,2017-11-23 22:21:30,Lh,ee2e0b0a5161db107dbc019830495160eacabbee4ebbd9ac9c5f596d33e0868a,32cdea92b50cf0eb764ca3b9743c8b5d5ded44c8253b5bf8d6096d8ea65e09c3,106,3,106,3,train
20180109223930Lh,train,2018-01-09 22:39:30,Lh,3d198dad12ff0cb3416733af2171a47b162ba4f9aa9d37424ccea67994828eae,51194be24b3ca635f3da1937d099229097e44731fe815f6473699cdea9ba5354,108,1,108,1,train
20180112130330Ch,train,2018-01-12 13:03:30,Ch,a2019d42eefd14663c5f9c8d88f56b8eaef2523528e61fec2116a2e8d767379c,a513f5633e412ac09733d681531c7316a32a71fc58850d321f635ac08fb1887c,108,2,108,1,train
20180202130330Ch,train,2018-02-02 13:03:30,Ch,a985265812e72cf2d056cbc5a696a68d2ad1f4788675a64ce9590189ec06936b,efa7878b7cce7c5b73456abc1ff4a44d26fe1b84db288a82710e83f97c01893c,109,3,109,3,train
20180301050430Lh,train,2018-03-01 05:04:30,Lh,aad49b8d543aaab42f5c4500e9fc6104e2d5b92f4f525acbbfc0237df62c6487,3a184951c8136a7f853c954234748b608f9d390738572885d307523af1d1bac7,110,1,110,4,train
20180306081810Th,train,2018-03-06 08:18:10,Th,c96fa7314d3db5512c8f1c23203da3822dd2393ef312a4161292aa0aa42ae84c,8b2e0cbd6e5db7c991cd8adf191be94e233b210a8b44e573687eb21c9e388526,110,3,110,4,train
20180309000910Mh,train,2018-03-09 00:09:10,Mh,b75f418795f7b694ff731956dbe9f419881d0b71b962cbf39d3412c2af4b7884,978a9593a85f376e2bbd5a66b462f0d9b7169851edcf436c89b2ba74d76ac177,110,2,110,4,train
20180318020350Uh,train,2018-03-18 02:03:50,Uh,7fb594f3cdbc72f64c9901e0c5c676bad1127625891ec1911d1a631794ede662,91d4eb74d27f9d927b732af774b74ca57cbb0c7bac83dad079fd2b6af6f68a8b,111,3,111,0,train
20180318232230Lh,train,2018-03-18 23:22:30,Lh,31f0501b70ccdcd3fade8be17728451f85a0b83c3b02be1f4b866b41ce7a05b0,45b3885b126837c7b7bf61b2fcb59aa27ca39f7b9f20ecd9f8297ed351f69e58,111,2,111,0,train
20180506140230Ch,train,2018-05-06 14:02:30,Ch,86f93fde48b1cc8cdb3f13abb2ce15babf709a482415a435d18692a8f1d38a74,a0bf4876469f359023567ed3f97bd036d4375ba72f9261d2037e6aa019a5f2b4,112,1,112,1,train
20180710031950Uh,train,2018-07-10 03:19:50,Uh,8d367f1748f7eaa596346f8f6cf95a63c4068cff2c2db016d05d7001ea5d8c2c,3b033c9d6905588f1c8e8cca84bb24533c93bd511c1849e939cd449267879eca,115,1,115,2,train
20180712123630Ch,train,2018-07-12 12:36:30,Ch,48adc9c9c16480e489c7efb235e18a1a844d44212a82d97fc7845d685bf9fe5f,7d721ed933e3bab6b0391fa40546a3923b8cbdfffa9046bbc086eae370480fb7,115,1,115,2,train
20180714000010Mh,train,2018-07-14 00:00:10,Mh,eee14a94caadd033aec598db1bba7a40e7340c568ff58f7ec8bac96c7ed4c2ab,6108e2be263c695a3af40b4455b3ea51b1a9c621234304fc77b6b799efc6f7e7,115,1,115,2,train
20180801232450Bh,train,2018-08-01 23:24:50,Bh,f69190350045785a49fef191f3bfb008f620a90be9005e74e516cb87712623c5,4c5916ac16600caa3a451c74acb039a507e97c24a49c227d9185e03b782ea4fc,116,1,116,2,train
20180804234530Lh,train,2018-08-04 23:45:30,Lh,d58545b01482ec3cd3960222153cab6a3dc55aadca492936dc7fc91e54d23ebb,4cc416dad466a73e55de90fd3b187b66ff0ecf70bebd19c5ef0d5d8e373b65db,116,3,116,2,train
20180805232510Mh,train,2018-08-05 23:25:10,Mh,42f8894dcd2728f86b320b8f2385aa7dd7e9f65de4bd9705e6c427b4e6a25fa9,8a4095d4014264502b11527d56a52adedb473999fbb903bfad33d493852cc296,116,2,116,2,train
20180825205030Ch,train,2018-08-25 20:50:30,Ch,0e159d9b73b90c6b831df93fe3a7c78c5fdffd2b4db2431c9fc29c0f372f268e,6e56a4cce672ed221db9730bc11c135a7438f6f903597c1c9c9c8fc844f037c7,116,3,116,2,train
20180827232530Lh,train,2018-08-27 23:25:30,Lh,e141ea4463b2cfd2ff2da5313d63fe2d2c828bc66514013ffab72bdf325c3602,babbbbb5f24375c7c70c4691411e5003b91456efc66641bc6c91e58d862314bf,117,1,117,3,train
20180923112330Ch,train,2018-09-23 11:23:30,Ch,e98ec5545d67c75a4553f491d495c5317bc36b08fdc0cab335560d8785b6c168,1a499761037a6d17d6d9b585ce28014d5df786736cc00c7e6fa928bfaa8ac819,118,1,118,0,train
20180924112030Ch,train,2018-09-24 11:20:30,Ch,47ad342c620c3d5ccf8575abddd2876cf96102563e0409f6e7144256ccfc3eb8,6fd79c882bc0d5301282e7857117db0cffad6cb6748ac2258bd7d4ccc5c84315,118,1,118,0,train
20180925000030Lh,train,2018-09-25 00:00:30,Lh,8d7f4b40273887bbb1b6edc982e4eacb7f48fc6cf535a5b0c329ea5ab41ec241,94d9d3184235b8616917fb0201183a365e0ac5abd619d7de4289d91b21952b9f,118,1,118,0,train
20180926014350Uh,train,2018-09-26 01:43:50,Uh,1a36c7abe564c31cf480a333b550441da6ef663ef063efdaaa35c75babafe23d,2355810cf24ea9722d10a80111b5d1e3a6e4554b63cc83e05d2760d7cc9c3338,118,2,118,0,train
20181014105830Ch,train,2018-10-14 10:58:30,Ch,6efbd914b122bb6fac1fe5c0b16edf634c2b9e3a6e3c518006a719c1527310ad,64023b5945579cfe31642c9cd99d26da08996ef483043f4c3cd941f3ac8d9e25,118,1,118,0,train
20181023232430Lh,train,2018-10-23 23:24:30,Lh,a5e0fe6bfc6c37a4fea0b43267f9bed5d21a7bf69cd308c5f581dedadd1196ff,625aac87c29ad149edf9a568d2b9928ff4bc516ed2030f546407ae1bbdb51be2,119,1,119,3,train
20181024232430Lh,train,2018-10-24 23:24:30,Lh,adcd1593f0015d5cecd35ffd22cc379a249dd2a273299cef2ae211d8c78308b0,410b139f6f9b6bcd5f7722425615d0b27c12c93c453b2b605567aa185900e37e,119,1,119,3,train
20181101230010Mh,train,2018-11-01 23:00:10,Mh,2f0a00f9bb4c3f0acce4e3a0304cba16b102607359b2989ab81eea0c91cf6a02,397db3fce799ef5cf8b42c7536b1e90081fbebae824ab29aad041d28e37a0351,119,2,119,3,train
20181102104630Ch,train,2018-11-02 10:46:30,Ch,b59b62f4bcb4ef800baa4cc0df9b76078ce615f014c6cc2704de563bfb9353ee,c26cb8cf1779f84e7f44825834d1b0e363628604affbc4debd32bd556b63a6da,119,1,119,3,train
20190317145150Bh,train,2019-03-17 14:51:50,Bh,36eedd8902c43605ef7b08fb1a8119f9c301a3a85113219fede9223326cacb28,0a28d2c47ae6a1f53ab6748d35d3422e99b5cbf8deca9064de582420790f058f,124,1,124,1,train
20190322144450Bh,train,2019-03-22 14:44:50,Bh,1210c48db74558986e38d30d36c17c749131fb45767eaad103bf025047bebae2,7f2119c41bd54fdc919931b6693adbe492328e332649fceb1ba22351c5bd1322,124,1,124,1,train
20190412025430Lh,train,2019-04-12 02:54:30,Lh,cdf8edf530c8aced39f873a48c08d22e0711e9e61134273d8cb49535a88e9909,f54f6cac197c8d44e49165009379c372e59a0c5d3f6d905139695108de43fbb8,125,3,125,1,train
20190602025430Lh,train,2019-06-02 02:54:30,Lh,1d96bffe9c16ba6f494818d5d372969ae1c4c81a4ffff921f00df42790cedcce,2ccd9534b674c67b856cd857da1ed0338ffd3bcd5470bfa9757fc329e645be4f,127,2,127,0,train
20190609123330Ch,train,2019-06-09 12:33:30,Ch,bf93722c819a8a3e5df2583be9253522d703bbf4db8ae125206257ce0d02feb7,476ec15ac78dc3d0d117a44c6779e8f3928c095ed47df9e46077bf4e42f472c6,127,2,127,0,train
20190611032810Mh,train,2019-06-11 03:28:10,Mh,04ad41c1c32bcc04f8b1b0fe74d1e796dc756df8088516795ed8b7fe823e96c6,7f17ea72e735c62408f0757e02d2cd91de3db22c3fce706bef505826a311812d,127,3,127,0,train
20190626025430Lh,train,2019-06-26 02:54:30,Lh,3115e3fa6fcc7f3585a3ea7573d5b03d0115731ee733f669e8927588c9785da0,8075fdff1c959eb65f039db71b6939f52f0f7bf574e42b36af261b904a80ac31,128,3,128,1,train
20190629163710Mh,train,2019-06-29 16:37:10,Mh,433159b78a4d0d3481ee3a5a60fb3c1009d2b21c8b704ec32e96f76885a477d9,24d7f004393217c3a853b068cae7e2067fc49ab1d83d56aa0b7d751eaf28eca6,128,1,128,1,train
20190701123830Ch,train,2019-07-01 12:38:30,Ch,4be55d4a0e1df71cb3010d0a62058d4c90cb472da0522ee2481f99158162220e,e4618a2ee23e75807ce43c755488fd4e43f50410c1e45c36ea2b164a5bc3159f,128,2,128,1,train
20190704123830Ch,train,2019-07-04 12:38:30,Ch,78ffb5e1fba8d11c45922e6c7b6f2a0317884e871bf100ecebb846c870f58580,339f6820f0e84a433b09bf135ef622e8f211feffab17c8ca34fbfe2a6d0fcfbc,128,1,128,1,train
20190805054730Lh,train,2019-08-05 05:47:30,Lh,5a6b79418e2d5935d92a6bd26466f07f53e58112754d206d880e26ecf033e93d,535bc3d0679da4f9981ae3e33b92b8b48208e7956b81fecbc1e13a197f52ccc5,129,1,129,2,train
20190925165810Mh,train,2019-09-25 16:58:10,Mh,778086a913b4c8eeb537c3cb3c66357837509585dfaa4bd41ecb62dd1f59bb56,825de90f1ee3150a22379bc54ddba9cce990e6f1b565a3280ce8f778f183a73e,131,1,131,1,train
20190926165810Mh,train,2019-09-26 16:58:10,Mh,522bd9a57bbb1afc97042c894c5a54ec05cf98a26baa4696bcac4c46b8d9e7fd,b88068930479633a2f6ee552b5be038ec1d943ac87ce68adc776f725481ed2ae,131,2,131,1,train
20190927165910Mh,train,2019-09-27 16:59:10,Mh,4a2a4707a11d781dd0ac85133a1a91ed74b9cad5d8746e1106c073c4ff1fdfd3,9d12d333f2287a1dc62913f4bb5f7b582890a15b190fb185343623461e5f52ca,131,1,131,1,train
20200105073250Uh,train,2020-01-05 07:32:50,Uh,7820b7104f57742f1203579e3b79bb48879b2ec7777687566527ca4bd8942de6,f68d0db68c2f7286c61d0617243efe239bd8ac3c9b0569a4a8dccef8dc67dcc9,135,1,135,2,train
20200110073230Lh,train,2020-01-10 07:32:30,Lh,3cd4c8a7373fa9e8af9bd6e3579c21be6330318bfb525f1289255eeed9d8a379,2fc1bcb091ff784181c7ed8cddded60e7730a13e60ff6d47c50060cbcbafcf74,135,3,135,2,train
20200114073230Lh,train,2020-01-14 07:32:30,Lh,4214ec28fe8dafd432f95bb26638f0e13851805bf69a2c5b7227f6280ce805e2,05ff434992392bc7c37ad5984abd5a67ab3d17e5dae20535246ba676267a150f,135,2,135,2,train
20200116073250Uh,train,2020-01-16 07:32:50,Uh,477937860072097311cc526deca8a1619f70f11abd8529aefa8bb3da6e28bd5f,0ceb56701c7ae7e62501497de9df0af390a0b80d964d5d99da8dbfc719695eee,135,1,135,2,train
20200619123010Th,train,2020-06-19 12:30:10,Th,c949fa18a89f7e231b837166d5d971edba497c067479f69e5c4b69dc93d6e9e3,4dc3e775625447498405fc9004a50591031c23c353dd5b1c4c0f313846587e25,141,1,141,4,train
20200806053830Lh,train,2020-08-06 05:38:30,Lh,38331ccfd28aa6bd67740c05c7c34f43769e7cdf54010117ed925726d0576b3e,c3fe182d17e625a3a93801b8d576aaf0dd99cf88268fc30f9579d9d945543863,143,1,143,3,train
20201022223330Lh,train,2020-10-22 22:33:30,Lh,9f36cc39e89a7310e92005004b8292ffe21881eec103d54d3ba35d0cf46f458a,b35980dcb95eb67922afc2ed23ed725ed3fb66ffc18bd0b51d9df0bca3300a1a,146,1,146,2,train
20201227202710Mh,train,2020-12-27 20:27:10,Mh,82f3a93e3640054a3a27f6f9a2d728204c7983ea27b366ec27c55328a5c36d12,025d19e4ddfbf433eef3c07bb87e0e0b60f5988a7bec133e66adf39842b67a10,148,3,148,2,train
20201228202430Ch,train,2020-12-28 20:24:30,Ch,f11eb2e6346cc578368efb599b06532ca43a8b01b5cae3e75daf8e732f356903,7193c7598a8a309a35deafa10ec290745015e5d325bbfffe8e7f74ebe9cd95e0,148,1,148,2,train
20210103223630Lh,train,2021-01-03 22:36:30,Lh,0956e4c36a962173778cde4f5587b0e97c3c37b554b657582b7a28d50372d5e8,0b81d22206d2c2a54af7f4f3e8b776ac557b1f99b1c12216ee19b77436754944,148,1,148,2,train
20210201020330Lh,train,2021-02-01 02:03:30,Lh,a99d53438de11c39aa400c9a55cdc8257a3b198499e6f0f668e9c20e0650270c,0b5a28b24b1f17429c7474a3122bc18dce682479ad4a3ebcff3857abd3f717ca,149,3,149,4,train
20210222222850Bh,train,2021-02-22 22:28:50,Bh,f5453002a929ee8a84948944a9545b640d0d3c6befaf1b96bc1847dda2e30f6f,0f0b52c684a1d9950390bf0df489828d2ee72d401c492e211588118b0c4b5576,150,2,150,4,train
20210223222830Ch,train,2021-02-23 22:28:30,Ch,c0594dfe327f9e171b1b8421d2ea03c0cb8641f49b808dd57f4a75d5d076ca93,1a10af8911783650fde6095987d78531272de44c53e7c55cc8ae3b7b71940ed4,150,3,150,4,train
20210329015250Uh,train,2021-03-29 01:52:50,Uh,7cb81abfd889586064ebceb478dad0e5ca79c43407aeceea6b5e5dd4fb321618,27e80a00d3c9b183399c2f12e3264bb776c38deb901adbc576a99d4d908cd4f2,152,1,152,0,train
20210329114430Ch,train,2021-03-29 11:44:30,Ch,2d2d841a958b1651302600c70d0e05b49608baca7bf75f3118a6e6f13912ccf7,2b0411b4de61712c64f7778fa456bcf0a98f212db1289f276658aadae0e4c1df,152,1,152,0,train
20210331231510Mh,train,2021-03-31 23:15:10,Mh,fda3180fa927e22e73be3e8bc8023b64d30457d5f58a107c13bc6e1c918501a7,2125feaabc84aa599c38a56c66d2af8906fd370683485302fd51772648fcfc6a,152,2,152,0,train
20210616142650Bh,train,2021-06-16 14:26:50,Bh,150dcbb591fb16e2315a7bbe3ca45fc928074197656b2861e8745be0f6bcdbd2,37a07ec8ad252d7754f7d0d72ab893dc6f1ce7b9423dbc9bfc71344c8f932782,154,2,154,0,train
20210620163530Mh,train,2021-06-20 16:35:30,Mh,46e56e691a88b16a3320a8a3187a530015eef695c28025398da8faf6eea642b8,e71f23fa7d1f593f754c460811138a0d7b29ac8319c5a97890f2c1f99fcc9380,155,1,155,3,train
